14:37:28;302
14:37:58;52
14:38:28;385
14:38:58;35
14:39:28;48
14:39:59;41
14:40:29;390
14:40:59;54
14:41:29;33
14:41:59;29
14:42:29;389
14:42:59;60
14:43:30;47
14:44:0;65
14:44:30;445
14:45:0;59
14:45:30;44
14:46:0;38
14:46:30;416
14:47:1;29
14:47:31;56
14:48:1;190
14:48:31;422
14:49:1;277
14:49:32;73
14:50:2;75
14:50:32;795
14:51:3;157
14:51:33;45
14:52:3;35
14:52:33;380
14:53:3;188
14:53:33;68
14:54:3;39
14:54:33;403
14:55:4;48
14:55:34;46
14:56:4;54
14:56:34;375
14:57:4;39
14:57:34;38
14:58:5;51
14:58:35;396
14:59:5;58
14:59:35;680
15:0:6;45
15:0:36;409
15:1:6;68
15:1:36;42
15:2:6;41
15:2:36;383
15:3:7;159
15:3:37;61
15:4:7;53
15:4:37;380
15:5:7;54
15:5:37;51
15:6:7;103
15:6:38;378
15:7:8;47
15:7:38;96
15:8:8;63
15:8:38;381
15:9:9;66
15:9:39;41
15:10:9;37
15:10:39;398
15:11:9;477
15:11:40;88
15:12:10;43
15:12:40;394
15:13:10;960
15:13:41;587
15:14:12;193
15:14:42;412
15:15:12;42
15:15:42;47
15:16:12;41
15:16:42;1477
15:17:14;51
15:17:44;954
15:18:50;536
15:20:30;3198
15:21:3;369
15:21:34;43
15:22:4;48
15:22:34;52
15:23:4;368
15:23:34;90
15:24:4;42
15:24:34;41
15:25:5;393
15:25:35;43
15:26:5;1628
15:26:37;35
15:27:7;375
15:27:37;48
15:28:7;970
15:28:38;37
15:29:8;3591
15:29:42;785
15:30:12;58
15:30:42;91
15:31:13;426
15:31:43;37
15:32:13;64
15:32:43;139
15:33:13;713
15:34:54;778
15:35:25;1788
15:35:56;1430
15:36:28;81
15:36:58;249
15:38:3;128
15:38:33;277
15:39:3;3519
15:39:37;2782
15:40:9;63
15:40:40;259
15:41:10;489
15:41:40;382
15:42:11;39
15:42:41;1396
15:43:12;95
15:43:42;998
15:44:13;132
15:44:43;226
15:45:14;131
15:45:44;1223
15:46:15;98
15:46:45;359
15:47:15;271
15:47:46;1000
15:48:17;387
15:48:47;940
15:49:18;100
15:49:48;394
15:50:18;111
15:50:49;45
15:51:19;48
15:51:49;642
15:52:19;607
15:52:50;60
15:53:20;711
15:53:51;900
15:54:22;691
15:54:52;441
15:55:23;158
15:55:53;402
15:56:23;276
15:56:54;48
15:57:24;253
15:57:54;386
15:58:24;43
15:58:54;112
15:59:24;64
15:59:55;802
16:0:25;32
16:0:55;43
16:1:25;331
16:1:56;813
16:2:27;43
16:2:57;1073
16:3:28;1002
16:3:59;397
16:4:29;41
16:4:59;309
16:5:29;37
16:6:0;415
16:6:30;109
16:7:0;55
16:7:30;86
16:8:0;436
